,Unnamed: 0,names,tag_lines,personality,sex,breed,rescue_grp,location,coat,date,fee,age_in_months,preference
373,373,Gabby & Isabella ^^Dandy Cat Rescue^^,Bonded sister kittens," $500 for the pair 
Gabby and Isabella are like peas in a pod  and they are never very far away from one another at all times. So we are looking for a home for these two girls where they can stay together forever.
Born in a litter of three kittens, Gabby and Isabella became inseparable right from the start. Their life-long bond has only deepened with age, so having one be without the other would be unthinkable. 
Like most great partnerships, these girls have different personalities that complement the others. While both girls enjoy a quiet life, Gabby tends to rely on Isabella to show her the way and give her confidence with new things. 
Gabby, being a little more reserved, will come and wrap herself around your feet when youre working from home or will pop up next to you on the sofa and the bed. As time goes on we expect she will show her affectionate side more and more. 
Isabella is the one who will search for you if she cant see you. Izzy is a very friendly and quirky kitten who loves to run off with treasures (tissues being a favourite) and she is the first to explore new things, climb and seek out new experiences. 
Both girls share funny croaky little meows and they both have a love of the same toy  little mice toys. They will play with the mice toys for hours and it is hilarious to watch.
This pair would do really well in a quieter home where they will be the only pets. Small children tend to frighten them so young ones aged 12 and over are recommened. These girls would also be great in a home of only adults or a single person wanting some terrific company.
Gabby and Isabella do not react well to dogs so we do not recommend a home with a dog/s. Both girls get along with their foster carers cat so they would be fine if you have a kitty and are looking to expand your fur family.

Microchips:
Gabby: 956000012935042
Isabella: 956000013128093
Located in Langwarrin.
**Dandy Cat Rescue is a small rescue run by volunteers. We care for cats and kittens in our own homes. We will respond to your request just as soon as we possibly can and thank you for your patience.**
You can also find us on Facebook and Instagram and visit our website dandycatrescue.org.au.",Female,Domestic Short Hair Cat,Dandy Cat Rescue,"Langwarrin, VIC",Short,"08 Jan, 2022",500,3.22,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
374,374,Tom,Labrador in Cat Clothing,"Hi there, my name is Tom.
Have you always wanted a labrador, but you're allergic to dogs?! Well.... I'm the solution to your problem!
I'm a very special and unique 14 month old boy. I'm very affectionate and playful, love snuggling, but I also love people and other animals, and am happy to wear a harness and am learning to use a lead. I don't mind car rides and am getting more confident with unfamiliar and new places, especially if I have someone I trust with me.
I am a bit of a garbage disposal, though, so you can't leave food out unattended when I'm around, or I'll hoover it up lickety-split!
Did I mention that I love cuddles? I really love wrapping my arms around my human's neck and being held. I also just like to generally hang out with my people and be part of whatever is... or isn't.... going on.
I'm looking for my own family with other fur-siblings - or maybe you could adopt me with my foster best-buddy, Gremlin? He's a pretty cool dude too. He and his brother are from a litter that nearly didn't survive and they have a condition called Cerebellar Hypoplasia, but luckily for Gremlin, it's really, really mild and doesn't effect him much. This condition just means that he's a little bit less coordinated than normal. Our foster mummy jokes that he is part-parrot. Do you like birds? Gremlin loves to be held, cuddled and ride around on your shoulders if he can - good thing he's not as long as I am! He's the other handsome boy, the light ginger floof, in the photo of me with other kitties. We like to play and cuddle together. It would be awesome if we could have the same family.
For our safety, we should be kept indoors or with access to an enclosed outdoor area. Other outdoor trips under supervision, with a harness and lead, would be okay, so long as we're comfortable and it's a safe place (away from vehicles and traffic that could hurt us or cause us to panic and run). I would make a great therapy cat, although Gremlin might need to stay home for those occasions, if he lives with me too, as he is a bit too enthusiastic about being on peoples' shoulders!
If you would like to adopt me, or both of us, please complete an application form at http://tiny.cc/findfureveradoptapp
Please be patient waiting for a reply though, as our foster mummy is working solo and also operating a very busy business in addition to caring for all of us and trying to find us the bestest homes. xx
Adoption fee:
Tom: $250
Tom & Gremlin: $450",Male,Domestic Short Hair Cat,Finding FurEver Cat Rescue,"Melton West, VIC",Short,"08 Jan, 2022",250.00,14.0,
375,375,Milo,Looking for love,"Hey everyone, I'm Milo!
I am a sweet little chap who is super smoochy and loves to give those big strong head-butts.
My hobbies include: Sun baking, naps, doing anything to get your attention, doing what I have to to keep your attention and enjoying all the pats your hand can muster.
I am not a social boy with other cats, so I will need to be in a home where I am the only feline family member. I would also be better suited to a home with older kids who can understand that I am really good at being a cat, and at times that means having the desire to want my own space and some peace and quiet.
If you think that I sound like the purrfect cat for you please call BARC on (03) 5441 2209 to make a booking to meet me.
Microchip # 900141000503431
Desexed and ready to go.",Male,Domestic Short Hair Mix Cat,Bendigo Animal Relief Centre,"East Bendigo, VIC",Short,"12 Jan, 2022",,55.0,
376,376,Ponyo & Sooty ,Inseparable Best Friends,"Ponyo is a playful and energetic girl. She loves wand toys, string, anything you can dangle she will play with. Ponyo is also a curious girl who can't stay in one place and likes to explore. She really likes pets and chin scratches. 
Sooty is a little shy girl. She'd rather sit on the window sill and sleep all day. There will be times when she allows you to pet her but when she's had enough she will walk away. Sooty doesn't play much but if you have a cat nip toy lying around she likes to walk around with it in her mouth and trills to show her happiness. She also trills when she wants food and it's very adorable.
They are suitable with older children and other cats. A quiet environment best suits these cats.
These two beautiful bonded girls are inseparable and they are such lovely cats to have as company. They will add lots of joy to your life which you won't know you needed until now.",Female,Domestic Short Hair Cat,Give a Kitty a Home,"Keysborough, VIC",Short,"12 Jan, 2022",400.00,25.0,Doesn't have dogs| Doesn't have kids under 5
377,377,Ivy,Looking for love,"MEET IVY!
Ivy is approximately 2 years old (born 27/09/2019) she is fully vet worked and looking for her forever home. 
Ivy is a sweet, small young kitty, she is looking for a quieter home with no young kiddies or inside dogs, she much prefers a quieter relaxed home with adults and teens. 
Ivy does like other cats and would happily get along with a cat friend, she would make a great companion for another lonely cat!
Ivy is a ""no fuss"" kitty and would be happy to spend time on her own whilst her owners are working or as a companion for someone who works from home and needs company. She is just simply a sweet, loving little gal looking for her perfect human.
*Ivy is INDOOR ONLY please only apply for her if this is suitable for you and let us know. 
*When applying for Ivy please tell us about your home life and any other pets you have. 
*No young kids please
*No indoor doggos
*A quiet, relaxed home please!",Female,Domestic Short Hair Cat,Cat Lovers Ballarat,"Ballarat, VIC",Short,"08 Jan, 2022",250.00,24.0,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
378,378,Bert,Looking for love,"MEET BERT! 
Bert is approximately 9 months old (born 03/04/2021) short haired black male, he is fully vet worked and ready for his forever home! 
Bert LOVES other cats! He is more comfortable and confident with other kitty friends so he must go to a home that has another young, friendly cat that will take Bert under their wing. 
Bert is looking for a patient home where he can be given the time, love and safety to come out of his shell and bond with his new humans. He is shy and will take some extra time but he is worth it! He is a real sweetie and once he has settled in, he will shower you with love! He loves to be picked up and sit over your shoulder, sleep in the bed with you at the end of your feet and sit on your lap when hes feeling like it, he really enjoys pats and affection. 
Bert has no experience with dogs and would prefer to live in a home without any young kids, His ideal home would be quieter, relaxed, with adults or older kids and another cat friend. 
*Bert is INDOOR ONLY for life, please only apply for Bert if this is suitable for you and let us know. 
*When applying for Bert, please tell us all about your home and any other pets you have. 
*No little kiddies or loud homes please",Male,Domestic Short Hair Cat,Cat Lovers Ballarat,"Ballarat, VIC",Short,"08 Jan, 2022",250.00,9.0,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
379,379,Rosie Elder Kitty,Ridiculously adorable!,"Rosie the Ageless
I might be nearly 14 years old, but I feel three years old inside. In fact, I would say most wouldnt be able to guess my age at all! After all, age is but a number, right? And its rude to count! As far as Im concerned, I am a beautiful young kitty, full of energy and attitude, and definitely young at heart! Watch me play, Ill give those young whipper-snappers a run for their money!
My favourite game is to chase a ribbon on a long handled teasing stick. I win all the time and the ribbon is now in shreds! My only problem is a sore spine on my back near my tail....x-rays have shown a rather out of shape area...there was an accident a long time ago and it has come back to haunt me a little. I am on pain medication as it can get quite sore for me  I take the drops with my food. Some may say Im a bit of a fussy eater, but I say I just have very good taste! My plate of choice is tuna with whitebait, which helps to camouflage the taste of the medicine, taken once per day. 
When you get to my age, you can guarantee an interesting and colourful life. Once I spent three months spent up a tree - the vantage points from up there are something else! I love people almost as much as I love sleeping.
Im a faithful old girl with lots of love to give to someone who can be there for me in my senior years. Will you be there for me when it counts? Make an enquiry about me today!
Rosie is a healthy elderly cat who has permanent trauma to her lower back and tail, which makes her very reactive when that area is touched. She is currently on anti-inflammatory herbs which have helped, Meloxicam for breakthrough pain and gabapentin if she needs to be examined by a vet. Rosie been wormed, flea treated, vaccinated, desexed and microchipped (microchip #956000001198696, source #RE101165). She is available for adoption right now!
----------------
We are run by volunteers. We are online between 10am and 6pm daily and try to respond within 24 hours. If you want us to follow up, you can text the Cat Phone on 0415-241-211.
To adopt from us you'll be required to have minimum an online meet & greet, a remote house check, show photo ID & proof of address, and fill out & sign an adoption contract. 
Our animals are fully vet checked, flea treated, wormed, vaccinated and desexed before being advertised. They are evaluated for behavioural traits, fed a high-quality diet, and any known issues are communicated. NOT NEGOTIABLE CONDITIONS: indoor only/restrained to property & must be fed raw or vet prescription wet food.
We will communicate through every step of the process to ensure that the experience is excellent your  feline companion is the right fit. Read the contract for T&Cs for returns. 
You must have residency in Australia to adopt from Cat People of Melbourne. If you are visiting or on a visa, talk to us about fostering instead!",Female,Domestic Short Hair Cat,Cat People of Melbourne,"Strathmore, VIC",Short,"15 Jan, 2022",200.00,166.0,
380,380,Poppy,Sweet and Playful,"Hello, my name is Poppy and Im a sweet and playful girl looking for my furver home.
I came in care as a pregnant mumma and had four kittens, all of whom got adopted into loving homes.
At one year old I am still quite young and active so looking for a household who would love to play with me but I want to then chill out and curl up next to my family on the couch for a smooch session. I have a gorgeous purr , cute meow and a floofy belly!
But I am quite independent as well and can entertain myself with toys if you are busy. I LOVE playing with my TOYS and chasing them.
My foster mum calls me a lil bunny as I love to run and do sudden bunny-flops when being patted. I love sitting next to her when she is watching TV.
She loves that I come running to her when she calls my name (which can be Poppy, Popeye, Papaya, Poppa)..she loves me to bits. 
I am currently living with a couple of adult cats in my foster home, but I dont play with them as much, and hence, would love being the sole furry member of my new home.
I can be a little shy around loud noises and new people and I might hide under a couch for a short while but I will come back to my hoomans to show my love.
I am very curious, and adore watching the world go by out the window and I love to inspect every part of the house.I also LOVE carboard boxes so I hope you will keep them coming, haha!
Check out the my videos of watching the rain out the window and hanging out with my foster hooman on the couch. 
Please reach out if you think you are my PURRFECT family!",Female,Domestic Short Hair Cat,Forever Friends Animal Rescue,"Mernda, VIC",Short,"12 Jan, 2022",175.00,20.0,Doesn't have cats| Doesn't have dogs| Doesn't have kids under 5
381,381,Bridget - Located in Brunswick East,Playful but shy,"Bridget is a sweet natured girl. She is playful and loving but requires patience and time to build her confidence. She's still a little shy but with a loving home she will slowly become your best friend.
Bridget might not have a tail but that doesn't stop her from becoming your next best friend. 
Bridget is comfortable with children and has lived with other cats without problems at her foster home.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Female,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Brunswick East, VIC",Short,"07 Jan, 2022",199.00,22.0,
382,382,Bianco - Located in Brunswick,Snugglepuss,"Bianco is a big smoochy boy. He never demands attention but does love to follow you around so he can rub up against your legs and hopefully score a pat. 
Bianco loves to catch a sunbeam and will happily sleep in your bed with you. He's a polite and affectionate snugglepuss with a lot of love to give.
Bianco is FIV+  see Medical notes below.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Brunswick, VIC",Short,"07 Jan, 2022",199.00,83.0,
383,383,Spargo  - Located in St Albans,Lovable food addict,"My name is Spargo. 
I may look like a grumpy old cat but I am just as loveable as I can be. I can be a bit timid and shy to new people and things but I will warm up to you and it with time.
I love getting head scratches and I will do anything for food. I can be very mischievous if left unsupervised because I will scramble through things or places where I can get food. I am not a lap cat but I can learn to be one if you will be patient and reward me with delicious treats. I dont mind being picked up. Im good with other cats and kids but I think dogs are stupid and I don't like them. 
I had to have all of my teeth removed so I am currently on a wet food diet.
As long I have a place that will be my safe haven then Im good, youll know where to find me.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"St Albans, VIC",Short,"07 Jan, 2022",199.00,22.0,Doesn't have dogs| Doesn't have kids under 5
384,384,Bailey - Located in Preston,Playful nuzzler,"Bailey is looking for his furrever home.  Please see medical notes before applying.
Our sweet Bailey is looking for his forever home - ideally with a cozy spot on your sofa or bed for him! 
While he is acting all cool and playful during the day, his favorite time of the day is bed time along with some snuggles. He will make sure though that you will never miss an alarm in the mornings and wake you with a gentle head butt. In general, Bailey is a very social cat that loves to hang out around his humans and a very gentle character.
APPLY ONLINE at http://www.neko.org.au/adoption-application/
Before applying to meet one of our cats, please ensure that
- you have the agreement of all members of the household to adopt a Cat
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers
- you are ready to welcome them home NOW.
We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue.
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue
Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Preston, VIC",Short,"07 Jan, 2022",199.00,71.0,
385,385,Kitlyn - Located in Preston,Active and affectionate,"Kitlyn is a sweet girl who is super active and energetic, so will need a companion who will play with her and so over the top affectionate. 
She is cat social but likes to be the queen bee so may be suited to a household with a submissive resident cat.
APPLY ONLINE at http://www.neko.org.au/adoption-application/
Before applying to meet one of our cats, please ensure that
- you have the agreement of all members of the household to adopt a Cat
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers
- you are ready to welcome them home NOW.
We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue.
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue
Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Female,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Preston, VIC",Short,"07 Jan, 2022",199.00,22.0,
386,386,Stripes - Located in Preston,Shy but playful,"Look into my eyes
Beautiful shy girl Stripes is looking for a forever home. After being found pregnant and being a good mum to three delightful kittens; she is ready to be a woman of leisure. She will love to have the company of another adult cat who will show her that humans are not that scary. 
Her ideal home will be among adult humans, no small children, without canine presence. Once trust has been established, she loves a good pat, enjoys chasing playthings and has a very beautiful purrr.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Female,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Preston, VIC",Short,"10 Jan, 2022",199.00,23.0,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
387,387,Manny - Located in Eltham,Purrfect companion cat!,"Manny has a beautiful nature, a love of laps and a complete willingness to offer himself up for endless cuddles.  In between love cuddles, pats and scratches under the chin, he is very content to sleep next to a window or have a play with one of his toys. He especially likes chasing a feather wand.  He is very clean and a good eater. Manny would suit any family situation and living situation (apartment, house etc.).  He would be happy with another friendly cat or as an only cat.  He will need to live the rest of his life indoors.  Manny came from a rough background on the streets and has FIV (see below for information). Yet, he is still the most affectionate cat you will ever meet, is a fun character and is great company.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Eltham, VIC",Short,"07 Jan, 2022",199.00,74.0,Doesn't have dogs| Doesn't have kids under 5
388,388,Tom - Located in Lower Templestowe,Affectionate Softy,"Tom is an affectionate and cuddly softy, who is looking for a loving home. Hes a big, chunky boy who would do best in a larger environment where he can explore and stretch his legs a little more.
He likes to be independent, and enjoys a comfy spot he can call his own to nap and relax in, but will definitely let you know when hes ready to eat and to cuddle! He loves to nudge for pats, and enjoys playing with toys when hes in the right mood. 
Toms also a very curious cat who likes to follow you around to see what youre up to, and see the world through the window or the fly screen door. He may be a little shy at first, but once comfortable in a space will happily curl up with anyone!
He can sometimes be a little nippy and playfully swipe when hes ready to play, but hes not expressed aggression while in recent foster care.
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Templestowe Lower, VIC",Short,"07 Jan, 2022",199.00,66.0,Doesn't have dogs| Doesn't have kids under 5| Doesn't have kids from 6 to 12
389,389,Mellow and Tessie - Located in Brunswick,Friendly and calm,"Tessie (tabby) and Mellow (ginger) have lived together since they were kittens. 
Tessie is friendly and adventurous, she loves to explore new areas and meet new people, but doesnt travel too far from her sister. True to her name, Mellow is a very calm cat, and while she likes to find quiet places to hide away, she always welcomes a good pat and some affection.
Tessie: 956000004411413
Mellow: 956000004426395
Apply online at http://www.neko.org.au/adoption-application/ 
Before applying to meet one of our cats, please ensure that 
- you have the agreement of all members of the household to adopt a Cat 
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers 
- you are ready to welcome them home NOW. We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue. 
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue

Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Female,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Brunswick, VIC",Short,"07 Jan, 2022",320,86.0,Doesn't have cats| Doesn't have dogs
390,390,Waffles - Meet me at PetStock Lilydale,Cute and Cuddly,"IF YOU WANT TO MEET ME  please come to Pet Stock Lilydale during trading hours and I will be so purrleased to meet you!
This orange beauty is Waffles! She is 10 weeks old, was recently spayed and is ready for her furrever home!   She is cute, playful, energetic, and fun.  Waffles has siblings and she would love to go home with one of them if you do not already have another feline friend at home.
IF YOU WANT TO MEET ME  please come to Pet Stock Lilydale during trading hours and I will be so purrleased to meet you!

*Pet Stock Lilydale, 447-449 Maroondah Highway Lilydale

 phone 9735 4360 lilydale@petstock.com.au

Opening Hours
Mon-Fri 9am - 6pm
Saturday 9am - 5pm
Sunday 9am - 5pm
Before applying to meet one of our cats, please ensure that
- you have the agreement of all members of the household to adopt a Cat
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers
- you are ready to welcome them home NOW.
We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue.
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue
Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Female,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Lilydale, VIC",Short,"14 Jan, 2022",299.00,2.5300000000000002,
391,391,Victor - Meet me at Nellys Ark Fairfield,Confident boy,"Hi there Melbourne!  My name's Victor.  IF YOU WANT TO MEET ME  please come to Nellys Ark Fairfield during trading hours and I will be so purrleased to meet you!

I'm a super confident, affectionate boy who will take no time to settle into my forever home.

I'm rather handsome, even if I do say so myself, have you seen my markings!  I think they're pretty unique,  if you look closely you may even be able to make out the shape of a heart!  It's rather fitting I have a heart shape over my tummy as I do love my food.
I am inquisitive and love to explore my surroundings,  I'll chirp & chat away while doing so.  I love to gaze out the window, watching the birdies but as much as I'd like to go and play with them, as I'm light in colour, I'm best kept indoors.
I like the company of other kitties, but probably no young children, I can sometimes get a little excited at playtime.
Thank you so much for taking the time to read my profile.  I can't wait to meet you and move to my forever home!
IF YOU WANT TO MEET ME  please come to Nellys Ark Fairfield during trading hours and I will be so purrleased to meet you!

*Nellys Ark, 125 Station Street, Fairfield, Phone 94865859 nellysark@gmail.com
Opening Hours
Mon-Fri 10am - 6pm
Saturday 9am - 5pm
Sunday 10am - 4pm
Before applying to meet one of our cats, please ensure that
- you have the agreement of all members of the household to adopt a Cat
- you have your landlords permission to keep a pet. More information on what to do is available at https://www.consumer.vic.gov.au/housing/renting/applying-for-a-rental-property-or-room/pets-and-renting
- you have all the necessary bits and pieces to welcome your new family member, starting with a cat carrier to bring them home, a litter tray, litter, food and bowls as well as a bed, toys and scratchers
- you are ready to welcome them home NOW.
We are unable to hold a cat for you if you are not ready to adopt.
IMPORTANT NOTE - COVID19 PRACTICES
For adoptions, we are following COVID safe practices to ensure your health and that of our volunteers as well as the general community.
We thank you for your patience throughout this process.
All funds raised at Neko HQ are to benefit Maneki Neko Cat Rescue.
Find out more about Maneki Neko Cat Rescue at www.neko.org.au
To keep up to date with all our activities 'like' us at www.facebook.com/nekorescue
Check out our other listings at http://www.petrescue.com.au/groups/10587?listings=active",Male,Domestic Short Hair Cat,Maneki Neko Cat Rescue,"Fairfield, VIC",Short,"14 Jan, 2022",199.00,100.0,Doesn't have kids under 5| Doesn't have kids from 6 to 12
